epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,1550.63,0.8142,5.68676,1.64385,0.90202,0.86536,0.91929,0.50719,0.88386,6.03613,1.74065,0.000350794,0.000350794,0.000350794
39,1590.66,0.79301,5.44124,1.61175,0.87167,0.87205,0.91608,0.50459,0.86018,6.00411,1.71983,0.000343611,0.000343611,0.000343611
40,1631.52,0.79591,5.46319,1.63394,0.90093,0.87754,0.92789,0.53326,0.82998,5.74331,1.6831,0.000336338,0.000336338,0.000336338
41,1670.73,0.77641,5.18852,1.57361,0.90595,0.84867,0.92372,0.53175,0.81829,5.85937,1.68205,0.000328982,0.000328982,0.000328982
42,1711.1,0.78441,5.33838,1.61758,0.87058,0.86724,0.90723,0.52147,0.82972,6.03909,1.68697,0.00032155,0.00032155,0.00032155
43,1751.14,0.78445,5.39617,1.60119,0.87622,0.8735,0.91658,0.51294,0.85479,5.97495,1.73306,0.000314051,0.000314051,0.000314051
44,1791.08,0.78197,5.09615,1.60529,0.86599,0.89912,0.92702,0.52494,0.84605,5.7403,1.72662,0.00030649,0.00030649,0.00030649
45,1831.24,0.77068,5.15685,1.58177,0.89034,0.89862,0.92584,0.52416,0.83717,5.61866,1.70622,0.000298877,0.000298877,0.000298877
46,1871.08,0.76735,5.07942,1.60074,0.91098,0.89052,0.9392,0.53936,0.84547,5.64153,1.70763,0.000291218,0.000291218,0.000291218
47,1911.86,0.76338,4.889,1.61704,0.87407,0.87998,0.91695,0.52836,0.82681,5.7918,1.71377,0.00028352,0.00028352,0.00028352
48,1950.98,0.78306,4.97937,1.58828,0.89161,0.87913,0.92781,0.53115,0.83763,5.59084,1.70237,0.000275792,0.000275792,0.000275792
49,1990.63,0.76287,4.91224,1.58227,0.88448,0.87701,0.91827,0.53659,0.80335,5.43098,1.67151,0.000268041,0.000268041,0.000268041
50,2030.08,0.75819,4.81027,1.57289,0.92071,0.86834,0.92736,0.53961,0.81786,5.56219,1.65369,0.000260274,0.000260274,0.000260274
51,2070.53,0.75671,4.85401,1.58274,0.90665,0.87206,0.93702,0.5453,0.8232,5.47348,1.67962,0.0002525,0.0002525,0.0002525
52,2112.18,0.74717,4.62628,1.58494,0.92432,0.87955,0.93573,0.54085,0.83378,5.47453,1.70482,0.000244726,0.000244726,0.000244726
53,2153.29,0.74674,4.62243,1.58099,0.90378,0.89104,0.9249,0.52933,0.82046,5.53126,1.67836,0.000236959,0.000236959,0.000236959
54,2192.01,0.74894,4.76263,1.54925,0.89458,0.89895,0.93424,0.55019,0.80892,5.38597,1.66842,0.000229208,0.000229208,0.000229208
55,2232.01,0.73582,4.55433,1.54861,0.8949,0.89544,0.93015,0.53965,0.81109,5.56711,1.66426,0.00022148,0.00022148,0.00022148
56,2272.39,0.74518,4.46843,1.55343,0.91026,0.89837,0.94237,0.54008,0.8407,5.5018,1.72037,0.000213782,0.000213782,0.000213782
57,2313.35,0.72916,4.35714,1.5706,0.91737,0.9055,0.93602,0.54895,0.82711,5.24493,1.6751,0.000206123,0.000206123,0.000206123
58,2353.93,0.73765,4.45972,1.51837,0.9119,0.91058,0.93936,0.56055,0.80206,5.18101,1.63329,0.00019851,0.00019851,0.00019851
59,2395.17,0.71282,4.28337,1.51653,0.90967,0.89731,0.93847,0.55183,0.80267,5.25315,1.64618,0.000190949,0.000190949,0.000190949
60,2435.82,0.71163,4.24169,1.52569,0.92077,0.86631,0.93122,0.54797,0.80003,5.0939,1.6534,0.00018345,0.00018345,0.00018345
61,2476.07,0.71717,4.17502,1.48972,0.91692,0.90848,0.95257,0.56618,0.8106,5.06717,1.64608,0.000176018,0.000176018,0.000176018
62,2516.47,0.70557,4.15524,1.47471,0.91519,0.91245,0.95178,0.57482,0.7852,5.08884,1.61226,0.000168662,0.000168662,0.000168662
63,2557,0.69945,4.15629,1.4555,0.9139,0.92425,0.95803,0.5793,0.79167,5.03006,1.64066,0.000161389,0.000161389,0.000161389
64,2597.79,0.70779,4.19927,1.49377,0.94746,0.88772,0.96083,0.57852,0.7878,4.92996,1.63659,0.000154206,0.000154206,0.000154206
65,2638.51,0.69619,4.06268,1.47892,0.95211,0.91274,0.95739,0.58703,0.77865,5.02068,1.6218,0.00014712,0.00014712,0.00014712
66,2678.59,0.69477,4.08671,1.47684,0.913,0.89001,0.94471,0.56863,0.79876,5.05239,1.64456,0.000140137,0.000140137,0.000140137
67,2717.72,0.68464,4.02396,1.44874,0.94885,0.89772,0.94861,0.57332,0.78081,4.97072,1.62285,0.000133266,0.000133266,0.000133266
68,2758.03,0.67371,3.96295,1.44545,0.93389,0.89634,0.95241,0.5887,0.76757,4.97254,1.61902,0.000126512,0.000126512,0.000126512
69,2798.46,0.66992,3.85941,1.44719,0.9377,0.89389,0.95048,0.58224,0.7778,4.94031,1.61606,0.000119883,0.000119883,0.000119883
70,2838.38,0.6663,3.79269,1.43985,0.92507,0.91473,0.94981,0.59072,0.77725,4.84754,1.59261,0.000113384,0.000113384,0.000113384
71,2879.24,0.66797,3.79858,1.43811,0.936,0.91622,0.95605,0.58931,0.78608,4.88937,1.61146,0.000107023,0.000107023,0.000107023
72,2919.59,0.66685,3.78081,1.44505,0.96259,0.91645,0.96196,0.59501,0.7745,4.78822,1.60946,0.000100806,0.000100806,0.000100806
73,2960.66,0.66527,3.80726,1.44057,0.94184,0.90994,0.96299,0.58998,0.79575,4.7763,1.63525,9.47376e-05,9.47376e-05,9.47376e-05
74,3000.61,0.66081,3.75754,1.40657,0.95437,0.90745,0.96161,0.59743,0.77797,4.64575,1.62938,8.88253e-05,8.88253e-05,8.88253e-05
75,3041.46,0.65249,3.69496,1.42004,0.95731,0.90488,0.96107,0.59434,0.77517,4.68013,1.59216,8.30746e-05,8.30746e-05,8.30746e-05
76,3082.42,0.65607,3.73427,1.41049,0.94267,0.92856,0.96215,0.59448,0.77698,4.68004,1.5989,7.74911e-05,7.74911e-05,7.74911e-05
77,3123.06,0.6426,3.59368,1.38935,0.9341,0.93464,0.96466,0.59329,0.76486,4.59018,1.60008,7.20803e-05,7.20803e-05,7.20803e-05
78,3163.65,0.64006,3.58587,1.38079,0.92364,0.91709,0.96141,0.59664,0.77081,4.6103,1.60027,6.68475e-05,6.68475e-05,6.68475e-05
79,3203.88,0.64187,3.60246,1.38821,0.95332,0.90845,0.96653,0.59594,0.76595,4.58896,1.5921,6.1798e-05,6.1798e-05,6.1798e-05
80,3243.76,0.63412,3.5578,1.39185,0.94795,0.92387,0.96324,0.60681,0.75733,4.59234,1.57862,5.69366e-05,5.69366e-05,5.69366e-05
81,3284.94,0.63736,3.58336,1.39842,0.9383,0.92588,0.9663,0.59596,0.77971,4.64274,1.60178,5.22683e-05,5.22683e-05,5.22683e-05
82,3324.06,0.6234,3.51609,1.35105,0.93581,0.91578,0.9638,0.6005,0.77267,4.64565,1.60339,4.77976e-05,4.77976e-05,4.77976e-05
83,3364.3,0.62271,3.48059,1.36476,0.93531,0.92116,0.96376,0.6128,0.74923,4.62466,1.56808,4.35288e-05,4.35288e-05,4.35288e-05
84,3405.18,0.61559,3.44507,1.37464,0.93347,0.9235,0.96473,0.6159,0.74627,4.57436,1.56517,3.94663e-05,3.94663e-05,3.94663e-05
85,3446.08,0.60881,3.36073,1.34564,0.94498,0.91189,0.96514,0.61655,0.756,4.5433,1.57418,3.56141e-05,3.56141e-05,3.56141e-05
86,3486.19,0.61725,3.41557,1.37206,0.94846,0.91248,0.9612,0.61228,0.75913,4.54358,1.57821,3.19759e-05,3.19759e-05,3.19759e-05
87,3527.11,0.61287,3.36575,1.368,0.93563,0.91733,0.96359,0.62226,0.7457,4.48847,1.56264,2.85553e-05,2.85553e-05,2.85553e-05
88,3567.93,0.60676,3.335,1.3346,0.95143,0.91467,0.96709,0.61894,0.74226,4.479,1.56376,2.53557e-05,2.53557e-05,2.53557e-05
89,3608.1,0.6055,3.38406,1.33881,0.94832,0.91981,0.96639,0.61414,0.75144,4.51788,1.57806,2.23803e-05,2.23803e-05,2.23803e-05
90,3649.81,0.60255,3.32829,1.39125,0.93906,0.91879,0.96468,0.61377,0.75409,4.53174,1.57966,1.9632e-05,1.9632e-05,1.9632e-05
91,3691.97,0.59655,3.30462,1.34697,0.94408,0.926,0.96828,0.61221,0.75415,4.49347,1.57478,1.71135e-05,1.71135e-05,1.71135e-05
92,3731.26,0.5993,3.29516,1.34338,0.94604,0.93141,0.96759,0.61866,0.75042,4.48811,1.57479,1.48273e-05,1.48273e-05,1.48273e-05
93,3771.09,0.60453,3.36971,1.35147,0.94864,0.92804,0.96716,0.61557,0.75484,4.52476,1.57769,1.27757e-05,1.27757e-05,1.27757e-05
94,3810.98,0.59382,3.26886,1.35038,0.93445,0.93437,0.96372,0.6128,0.75054,4.49102,1.57523,1.09606e-05,1.09606e-05,1.09606e-05
95,3851.34,0.60073,3.30235,1.34869,0.92844,0.93711,0.96343,0.61635,0.75077,4.44304,1.57459,9.38391e-06,9.38391e-06,9.38391e-06
96,3891.64,0.5861,3.2663,1.33564,0.92901,0.93663,0.9648,0.61601,0.7531,4.45342,1.5764,8.04714e-06,8.04714e-06,8.04714e-06
97,3931.73,0.59396,3.28541,1.34773,0.93283,0.93352,0.9669,0.61564,0.7524,4.41802,1.57475,6.95161e-06,6.95161e-06,6.95161e-06
98,3971.91,0.59219,3.27477,1.3335,0.94282,0.92725,0.96608,0.62136,0.7513,4.44123,1.57503,6.09841e-06,6.09841e-06,6.09841e-06
99,4013.03,0.59725,3.24313,1.35025,0.95851,0.91214,0.9658,0.62152,0.75342,4.44608,1.57476,5.48838e-06,5.48838e-06,5.48838e-06
100,4053.96,0.59273,3.25797,1.34178,0.9613,0.91048,0.96581,0.62058,0.75283,4.43084,1.575,5.12213e-06,5.12213e-06,5.12213e-06
1,364.098,0.8942,9.26969,1.67716,0.77913,0.69155,0.77986,0.4026,0.85785,9.8901,1.65219,0.0668534,0.000166566,0.000166566
2,699.031,0.84026,7.82646,1.63126,0.81714,0.70617,0.80985,0.46654,0.81034,8.85608,1.56443,0.0336867,0.000333151,0.000333151
3,1025.2,0.82134,7.21308,1.59432,0.83613,0.74901,0.84723,0.50624,0.76338,7.2038,1.51977,0.000519625,0.000499411,0.000499411
4,1351.5,0.78031,6.68994,1.54126,0.85965,0.79721,0.88677,0.53784,0.76373,6.47398,1.52104,0.000498902,0.000498902,0.000498902
5,1679.78,0.75481,6.30646,1.51029,0.87625,0.79581,0.89396,0.55579,0.73178,6.2315,1.49251,0.000498048,0.000498048,0.000498048
6,2007.36,0.74141,6.11718,1.49841,0.84256,0.80978,0.88635,0.55743,0.7217,6.46504,1.46598,0.000496953,0.000496953,0.000496953
7,2337.04,0.73002,5.77692,1.48274,0.85368,0.82727,0.90618,0.57463,0.69633,6.78396,1.42727,0.000495616,0.000495616,0.000495616
8,2663.17,0.71313,5.6966,1.45479,0.87155,0.82212,0.90421,0.57677,0.69977,5.81352,1.44089,0.000494039,0.000494039,0.000494039
9,2991.14,0.70549,5.45207,1.44269,0.8958,0.8156,0.91789,0.59523,0.68047,5.60988,1.43573,0.000492224,0.000492224,0.000492224
10,3315.75,0.6975,5.37683,1.4281,0.87167,0.85084,0.92251,0.60197,0.67328,5.652,1.40803,0.000490173,0.000490173,0.000490173
11,3639.89,0.6797,5.19096,1.41111,0.86706,0.85122,0.92128,0.60419,0.67333,5.24148,1.40461,0.000487886,0.000487886,0.000487886
12,3970.87,0.67323,5.12854,1.4114,0.88922,0.85413,0.92331,0.61451,0.6604,5.21126,1.38585,0.000485368,0.000485368,0.000485368
13,4298.52,0.67315,5.02779,1.41359,0.8876,0.86217,0.92935,0.6099,0.66988,5.13771,1.39875,0.00048262,0.00048262,0.00048262
14,4624.06,0.6686,4.97473,1.39885,0.88457,0.87125,0.93303,0.62412,0.65308,4.97449,1.37365,0.000479644,0.000479644,0.000479644
15,4954.23,0.66581,4.9386,1.40338,0.90425,0.86849,0.94034,0.63601,0.64137,4.86935,1.37819,0.000476445,0.000476445,0.000476445
16,5283.58,0.65617,4.84368,1.38538,0.8909,0.88221,0.94142,0.63866,0.64285,4.75221,1.36944,0.000473024,0.000473024,0.000473024
17,5611.4,0.65585,4.79865,1.38464,0.90032,0.88951,0.9447,0.64095,0.63228,4.68547,1.36633,0.000469386,0.000469386,0.000469386
18,5935.61,0.64609,4.65753,1.37429,0.90168,0.89044,0.94329,0.64636,0.63196,4.79997,1.35988,0.000465534,0.000465534,0.000465534
19,6265.59,0.6414,4.63782,1.37642,0.9176,0.86705,0.9405,0.64752,0.62924,4.64364,1.34937,0.000461471,0.000461471,0.000461471
20,6591.67,0.64691,4.65865,1.37551,0.89618,0.89437,0.94865,0.64557,0.6313,4.75224,1.36371,0.000457202,0.000457202,0.000457202
21,6921.16,0.64297,4.59217,1.37653,0.90907,0.88684,0.9476,0.65388,0.61921,4.50834,1.35666,0.000452732,0.000452732,0.000452732
22,7248.54,0.64051,4.52131,1.36386,0.92655,0.8787,0.9509,0.65566,0.62239,4.68182,1.3409,0.000448063,0.000448063,0.000448063
23,7579.31,0.63249,4.5005,1.36863,0.92426,0.88645,0.95096,0.65667,0.61762,4.42663,1.3349,0.000443202,0.000443202,0.000443202
24,7905.26,0.6239,4.39952,1.34591,0.90974,0.90118,0.95265,0.66256,0.61017,4.39174,1.32744,0.000438152,0.000438152,0.000438152
25,8234.72,0.62168,4.39818,1.36957,0.91964,0.8936,0.95291,0.66339,0.6174,4.34158,1.35428,0.00043292,0.00043292,0.00043292
26,8565.32,0.62276,4.3653,1.35906,0.91093,0.9025,0.9537,0.66462,0.61207,4.22497,1.3441,0.000427509,0.000427509,0.000427509
27,8898.05,0.62631,4.3215,1.36045,0.91732,0.90291,0.95368,0.669,0.60904,4.06585,1.33008,0.000421925,0.000421925,0.000421925
28,9225.54,0.61475,4.2673,1.33462,0.9252,0.90718,0.95599,0.67112,0.6031,4.14285,1.3277,0.000416175,0.000416175,0.000416175
29,9553.2,0.60972,4.19309,1.33754,0.92544,0.89756,0.9574,0.67282,0.60882,4.23057,1.32873,0.000410262,0.000410262,0.000410262
30,9877.6,0.61092,4.17553,1.32719,0.92044,0.90896,0.9593,0.67776,0.59365,4.06997,1.31299,0.000404194,0.000404194,0.000404194
31,10203.9,0.60706,4.12819,1.32825,0.91934,0.90617,0.95698,0.67746,0.59366,4.0579,1.32867,0.000397977,0.000397977,0.000397977
32,10531.6,0.60087,4.10187,1.32924,0.91806,0.91688,0.96055,0.67834,0.59431,4.03575,1.32616,0.000391616,0.000391616,0.000391616
33,10857.5,0.59899,4.06315,1.32198,0.92823,0.91362,0.96017,0.68352,0.58985,3.92696,1.32028,0.000385117,0.000385117,0.000385117
34,11182,0.59672,4.0424,1.32231,0.92346,0.92107,0.96036,0.68307,0.58984,3.9088,1.31557,0.000378488,0.000378488,0.000378488
35,11508.6,0.60161,4.05675,1.32165,0.92728,0.91595,0.96085,0.68363,0.59198,3.87921,1.31292,0.000371734,0.000371734,0.000371734
36,11835.7,0.59892,4.063,1.31828,0.9206,0.91778,0.96145,0.68596,0.5881,3.93942,1.3135,0.000364863,0.000364863,0.000364863
37,12164.4,0.59282,3.99525,1.31831,0.93035,0.91176,0.96017,0.68538,0.58512,3.98431,1.31387,0.00035788,0.00035788,0.00035788
38,12490.4,0.58877,3.90579,1.31709,0.92464,0.92247,0.9613,0.68681,0.58821,3.89792,1.31941,0.000350794,0.000350794,0.000350794
39,12818.1,0.58815,3.92614,1.31453,0.93003,0.91921,0.96266,0.68669,0.58572,3.86237,1.32398,0.000343611,0.000343611,0.000343611
40,13145.3,0.58531,3.85593,1.30439,0.92917,0.91936,0.96231,0.69168,0.58179,3.76979,1.3065,0.000336338,0.000336338,0.000336338
41,13470.4,0.5838,3.87847,1.2992,0.93236,0.91783,0.96373,0.69516,0.5791,3.84248,1.30709,0.000328982,0.000328982,0.000328982
42,13796.7,0.5781,3.76296,1.29997,0.9329,0.91606,0.96385,0.69254,0.58366,3.75877,1.31363,0.00032155,0.00032155,0.00032155
43,14121,0.57983,3.75725,1.29993,0.93069,0.92236,0.96548,0.69757,0.57602,3.79571,1.30619,0.000314051,0.000314051,0.000314051
44,14448.1,0.57376,3.77719,1.29093,0.93575,0.92224,0.96513,0.69523,0.57812,3.77266,1.3036,0.00030649,0.00030649,0.00030649
45,14774.5,0.5741,3.68461,1.29391,0.93449,0.91995,0.96342,0.69666,0.57772,3.75553,1.30595,0.000298877,0.000298877,0.000298877
46,15101.3,0.57018,3.68429,1.28553,0.93437,0.91967,0.96499,0.69933,0.57298,3.73003,1.30143,0.000291218,0.000291218,0.000291218
47,15427.5,0.56455,3.66612,1.29721,0.93662,0.92214,0.96422,0.70151,0.57018,3.71045,1.30804,0.00028352,0.00028352,0.00028352
48,15754.3,0.563,3.60209,1.27647,0.93773,0.92207,0.9653,0.7025,0.57116,3.65749,1.3017,0.000275792,0.000275792,0.000275792
49,16082.1,0.56396,3.60862,1.27485,0.93823,0.9234,0.96607,0.7027,0.57281,3.64833,1.29626,0.000268041,0.000268041,0.000268041
50,16412.7,0.55803,3.58873,1.26316,0.93137,0.92896,0.96491,0.70239,0.57306,3.62478,1.28771,0.000260274,0.000260274,0.000260274
51,16736.4,0.55519,3.52934,1.24791,0.93565,0.92756,0.96576,0.70348,0.57225,3.6232,1.28203,0.0002525,0.0002525,0.0002525
52,17065.6,0.55536,3.49248,1.25841,0.94054,0.91828,0.96542,0.7039,0.57504,3.62296,1.28306,0.000244726,0.000244726,0.000244726
53,17393.9,0.55029,3.45818,1.25269,0.93981,0.92339,0.96573,0.70344,0.57619,3.63854,1.28567,0.000236959,0.000236959,0.000236959
54,17717.2,0.55347,3.46098,1.25864,0.93566,0.92774,0.96684,0.70576,0.57626,3.62637,1.29162,0.000229208,0.000229208,0.000229208
55,18045.9,0.55287,3.45007,1.25646,0.9306,0.93343,0.96671,0.70671,0.57376,3.61887,1.28316,0.00022148,0.00022148,0.00022148
56,18376.1,0.54693,3.42374,1.24733,0.93953,0.9234,0.96638,0.70656,0.57345,3.62657,1.28217,0.000213782,0.000213782,0.000213782
57,18704.1,0.54413,3.40095,1.25084,0.93893,0.92363,0.96692,0.7082,0.57111,3.60032,1.28174,0.000206123,0.000206123,0.000206123
58,19028.9,0.54119,3.33753,1.23811,0.93757,0.92317,0.96659,0.7097,0.5701,3.59078,1.28005,0.00019851,0.00019851,0.00019851
59,19357,0.5447,3.33988,1.24846,0.93983,0.92365,0.9665,0.71053,0.56815,3.5854,1.27866,0.000190949,0.000190949,0.000190949
60,19683.8,0.53752,3.3156,1.24013,0.93974,0.92363,0.96674,0.71238,0.56748,3.57059,1.27801,0.00018345,0.00018345,0.00018345
61,20009.2,0.53413,3.2731,1.23359,0.93342,0.93085,0.9659,0.7125,0.56706,3.56012,1.27864,0.000176018,0.000176018,0.000176018
62,20336.8,0.5312,3.2298,1.23393,0.93723,0.92819,0.96639,0.71335,0.56734,3.54344,1.27985,0.000168662,0.000168662,0.000168662
63,20665.4,0.5298,3.23426,1.23828,0.9359,0.92969,0.96661,0.71339,0.56723,3.5264,1.28056,0.000161389,0.000161389,0.000161389
64,20992.2,0.533,3.22474,1.23751,0.9365,0.93055,0.96721,0.71387,0.5665,3.52107,1.28072,0.000154206,0.000154206,0.000154206
65,21322.8,0.52743,3.21387,1.23829,0.93967,0.92828,0.96713,0.71364,0.5658,3.53595,1.2808,0.00014712,0.00014712,0.00014712
66,21651.5,0.52386,3.14796,1.22611,0.93675,0.92922,0.96746,0.71424,0.5661,3.52856,1.28171,0.000140137,0.000140137,0.000140137
67,21980.2,0.52195,3.10044,1.21806,0.93526,0.93178,0.9673,0.71559,0.56642,3.53227,1.28156,0.000133266,0.000133266,0.000133266
68,22309,0.52149,3.117,1.217,0.94025,0.93056,0.96792,0.71597,0.56672,3.54492,1.28118,0.000126512,0.000126512,0.000126512
69,22635.7,0.51915,3.10824,1.21013,0.93875,0.93134,0.96776,0.71658,0.56654,3.55358,1.28118,0.000119883,0.000119883,0.000119883
70,22963.9,0.51652,3.07541,1.20563,0.9402,0.93085,0.96779,0.71742,0.56571,3.55666,1.27856,0.000113384,0.000113384,0.000113384
71,23289.1,0.51625,3.05453,1.20026,0.93959,0.93066,0.96759,0.71783,0.56481,3.55166,1.27597,0.000107023,0.000107023,0.000107023
72,23618.1,0.50831,3.00956,1.20176,0.94006,0.9312,0.96751,0.71815,0.56447,3.54533,1.27508,0.000100806,0.000100806,0.000100806
73,23946.9,0.50664,2.97392,1.20177,0.94137,0.93062,0.96751,0.71885,0.56347,3.53946,1.27425,9.47376e-05,9.47376e-05,9.47376e-05
74,24272.5,0.50479,2.96469,1.19924,0.94055,0.93038,0.96708,0.71915,0.56307,3.54162,1.27411,8.88253e-05,8.88253e-05,8.88253e-05
75,24600.5,0.50716,2.9948,1.19474,0.94083,0.93038,0.96698,0.719,0.56259,3.5492,1.27295,8.30746e-05,8.30746e-05,8.30746e-05
76,24929.2,0.5055,2.96253,1.19599,0.94222,0.93015,0.96721,0.71893,0.56212,3.54917,1.27218,7.74911e-05,7.74911e-05,7.74911e-05
77,25257.6,0.5007,2.92088,1.19507,0.9438,0.93054,0.96752,0.7193,0.56277,3.54853,1.27355,7.20803e-05,7.20803e-05,7.20803e-05
78,25585.7,0.50115,2.91369,1.19407,0.94397,0.92969,0.96754,0.71933,0.56332,3.55826,1.27478,6.68475e-05,6.68475e-05,6.68475e-05
79,25914.1,0.49966,2.90405,1.19064,0.94505,0.92908,0.96746,0.71989,0.5635,3.56606,1.27538,6.1798e-05,6.1798e-05,6.1798e-05
80,26240.4,0.49684,2.8804,1.19269,0.9444,0.92934,0.96762,0.72004,0.56361,3.57401,1.27578,5.69366e-05,5.69366e-05,5.69366e-05
81,26569.3,0.49762,2.88012,1.18772,0.94463,0.92945,0.96809,0.72068,0.56377,3.58009,1.27589,5.22683e-05,5.22683e-05,5.22683e-05
82,26897.2,0.49604,2.86168,1.19121,0.94359,0.9309,0.96795,0.7212,0.56352,3.58307,1.27574,4.77976e-05,4.77976e-05,4.77976e-05
83,27226.9,0.49427,2.83338,1.18524,0.94358,0.93155,0.96829,0.72128,0.56352,3.58231,1.27546,4.35288e-05,4.35288e-05,4.35288e-05
84,27551.8,0.49217,2.82913,1.1733,0.9434,0.93132,0.96828,0.72175,0.56363,3.58641,1.2754,3.94663e-05,3.94663e-05,3.94663e-05
85,27879.8,0.49059,2.81305,1.17916,0.94427,0.931,0.96825,0.72175,0.56361,3.58326,1.27498,3.56141e-05,3.56141e-05,3.56141e-05
86,28207,0.48784,2.79334,1.17344,0.9442,0.92977,0.96802,0.72223,0.5637,3.58011,1.27495,3.19759e-05,3.19759e-05,3.19759e-05
87,28530.8,0.48919,2.7796,1.17262,0.9444,0.93085,0.96812,0.7222,0.56387,3.58198,1.27492,2.85553e-05,2.85553e-05,2.85553e-05
88,28859.9,0.48666,2.7786,1.17426,0.94324,0.93085,0.96823,0.72262,0.56381,3.58381,1.2747,2.53557e-05,2.53557e-05,2.53557e-05
89,29187.2,0.48781,2.77125,1.17469,0.94421,0.93085,0.96826,0.72235,0.56374,3.58469,1.27473,2.23803e-05,2.23803e-05,2.23803e-05
90,29512.6,0.48523,2.75665,1.16856,0.94405,0.93062,0.96834,0.72306,0.56371,3.58258,1.27481,1.9632e-05,1.9632e-05,1.9632e-05
91,29841.1,0.48336,2.72762,1.1723,0.94437,0.93015,0.96824,0.72327,0.5637,3.58444,1.27513,1.71135e-05,1.71135e-05,1.71135e-05
92,30170,0.48414,2.73258,1.17423,0.94363,0.93015,0.96809,0.72297,0.56368,3.58482,1.27524,1.48273e-05,1.48273e-05,1.48273e-05
93,30497.8,0.48239,2.72474,1.16912,0.94385,0.93015,0.96826,0.72313,0.56392,3.58603,1.27563,1.27757e-05,1.27757e-05,1.27757e-05
94,30826.6,0.48499,2.741,1.17342,0.94422,0.93007,0.96833,0.72311,0.56412,3.5868,1.27578,1.09606e-05,1.09606e-05,1.09606e-05
95,31157,0.48201,2.73089,1.17176,0.94391,0.92857,0.96797,0.72327,0.56416,3.58639,1.27567,9.38391e-06,9.38391e-06,9.38391e-06
96,31488.9,0.48302,2.72577,1.16622,0.94273,0.92969,0.96797,0.72325,0.56412,3.58519,1.27561,8.04714e-06,8.04714e-06,8.04714e-06
97,31820.2,0.48237,2.72989,1.16708,0.94313,0.92992,0.968,0.72321,0.56411,3.58474,1.27553,6.95161e-06,6.95161e-06,6.95161e-06
98,32152.3,0.48186,2.7241,1.17101,0.94309,0.92978,0.96817,0.72328,0.56418,3.5841,1.27555,6.09841e-06,6.09841e-06,6.09841e-06
99,32481.9,0.48204,2.70578,1.16718,0.94635,0.92815,0.96842,0.72361,0.56414,3.58593,1.27556,5.48838e-06,5.48838e-06,5.48838e-06
100,32861.7,0.47967,2.70479,1.16605,0.94526,0.92877,0.96845,0.72404,0.56423,3.58477,1.27569,5.12213e-06,5.12213e-06,5.12213e-06
